,id,title,description,content,URL,createdTimestamp,lang,isRelated,source,sourceDate,NP
0,5dbf6fd211bb5a181c167f4e,How Peloton dramatically changed my life: Tech - Yahoo News,"Weekly highlight of Yahoo Finance's top tech news, features and analyses.","Wednesday, September 25, 2019
Get Yahoo Finance Tech, a weekly newsletter featuring our original content on the industry, sent directly to your inbox every Wednesday by 4 p.m. ET. Subscribe
Peloton
How Peloton dramatically changed my life: Peloton's produc… [+789 chars]",https://finance.yahoo.com/news/peloton-dramatically-changed-my-life-tech-201516917.html,2019-09-25 20:15:00,en,N,WF,2019-09-25 00:00:00,
1,5dbf6fd311bb5a181c167f4f,"Juul boss exits in vaping crisis as Philip Morris, Altria axe merger talks","Juul Labs, in which tobacco giant Altria Group owns a 35% stake, is facing intense scrutiny in its home market as teen use of e-cigarettes surges","The chief executive of e-cigarette maker Juul stepped down on Wednesday as merger talks between its biggest investor Altria and Philip Morris collapsed in the face of a regulatory backlash against vaping that could reshape the industry.
Juul Labs, in which t… [+4498 chars]",https://economictimes.indiatimes.com/news/international/business/juul-boss-exits-in-vaping-crisis-as-philip-morris-altria-axe-merger-talks/articleshow/71300909.cms,2019-09-25 17:57:59,en,N,WF,2019-09-25 00:00:00,
2,5dbf6fd311bb5a181c167f50,Urban Innovation Experts and Tech Luminaries Team Up to Launch Lighthouse.one - a New Opportunity Zones Marketplace to Revitalize Struggling Communities,"SAN FRANCISCO, Sept. 25, 2019 /PRNewswire/ -- Lighthouse.one today announces its Opportunity Zones (OZ) investment platform led by urban innovation experts and former tech sector executives, Peter Hirshberg, CEO, and Marcia Kadanoff, President and COO. Peter …","SAN FRANCISCO, Sept. 25, 2019 /PRNewswire/ -- Lighthouse.one
 today announces its Opportunity Zones (OZ) investment platform led by urban innovation experts and former tech sector executives, Peter Hirshberg, CEO, and Marcia Kadanoff, President and COO. Pete… [+7372 chars]",https://www.prnewswire.com/news-releases/urban-innovation-experts-and-tech-luminaries-team-up-to-launch-lighthouseone--a-new-opportunity-zones-marketplace-to-revitalize-struggling-communities-300924972.html,2019-09-25 16:03:00,en,N,WF,2019-09-25 00:00:00,
3,5dbf6fd311bb5a181c167f51,19 of the most powerful women in global finance,Alison Rose will succeed Ross McEwan as CEO of RBS on November 1. The recent announcement of Rose's appointment brings another woman to the forefront as a leader in global finance. Stanford researchers published a study last week suggesting that a firm reveal…,"One of the ""big four"" banks in Britain has appointed its first ever female leader: Alison Rose is set to become CEO of RBS on November 1. 
The announcement comes on the heels of a new report highlighting that shareholders penalize finance firms that don't hi… [+1787 chars]",https://www.businessinsider.com/here-are-the-women-at-the-forefront-of-global-finance,2019-09-25 15:35:41,en,N,WF,2019-09-25 00:00:00,
4,5dbf6fd311bb5a181c167f52,"Nike posts 'rock-solid' Q1 with strong women's, digital sales","Despite looming tariffs, CEO Mark Parker expressed confidence that the brand has ""a lot of levers we can work with.""","Dive Brief:
<ul><li>Nike on Tuesday announced revenue of $10.7 billion for the first quarter, an increase of 7% from the year prior, according to a company press release. By brand, Nike brought in $10.1 billion, up 10% from the year-ago quarter, while revenu… [+2968 chars]",https://www.retaildive.com/news/nike-posts-rock-solid-q1-with-strong-womens-digital-sales/563691/,2019-09-25 15:15:00,en,N,WF,2019-09-25 00:00:00,
5,5dbf6fd311bb5a181c167f53,Philip Morris and Altria ditch merger talks as Juul faces crisis,"Philip Morris International Inc  has abandoned merger talks with Altria Group Inc  and will instead focus on the launch of its tobacco heating product iQOS in the United States, the company said on Wednesday.","REUTERS: Tobacco giants Philip Morris International and Altria Group have scrapped merger talks as Altria-backed e-cigarette maker Juul Labs sank deeper into crisis and said it would suspend advertising in the United States.
The abandonment of the talks, ann… [+1756 chars]",https://www.channelnewsasia.com/news/business/philip-morris-and-altria-ditch-merger-talks-as-juul-faces-crisis-11942306,2019-09-25 13:15:39,en,N,WF,2019-09-25 00:00:00,
6,5dbf6fd311bb5a181c167f54,Philip Morris and Altria ditch merger talks as Juul faces crisis,"Juul, in which Altria has a 35% stake, faces a U.S. ban on some products and said its CEO Kevin Burns was stepping down, and that it would suspend all broadcast, print and digital advertising in the United States.","By Siddharth Cavale and Nivedita Balu
(Reuters) - Tobacco giants Philip Morris International and Altria Group have scrapped merger talks as Altria-backed e-cigarette maker Juul Labs sank deeper into crisis and said it would suspend advertising in the United … [+1703 chars]",https://finance.yahoo.com/news/philip-morris-altria-ditch-merger-131222574.html,2019-09-25 13:12:22,en,N,WF,2019-09-25 00:00:00,
7,5dbf6fd311bb5a181c167f55,"Philip Morris, Altria End Merger Talks","(Bloomberg) -- Philip Morris International Inc. and Altria Group Inc. ended merger talks, walking away from a deal that would have reunited the giants of the U.S. and international tobacco industries and pointed them both to a future beyond cigarettes.The unw…","(Bloomberg) -- Philip Morris International Inc. and Altria Group Inc. ended merger talks, walking away from a deal that would have reunited the giants of the U.S. and international tobacco industries and pointed them both to a future beyond cigarettes.
The u… [+3350 chars]",https://finance.yahoo.com/news/philip-morris-altria-end-merger-114503689.html,2019-09-25 12:59:47,en,N,WF,2019-09-25 00:00:00,
8,5dbf6fd311bb5a181c167f56,Juul’s CEO is leaving — and being replaced by a tobacco executive,The e-cigarette company is also suspending advertising.,"Juul’s CEO will be replaced by an executive from Altria. When Altria purchased a 35 percent stake in Juul last December, it put Juul’s value at a staggering $38 billion. | Photo credit should read ROBYN BECK/AFP/Getty Images The e-cigarette company is also su… [+6766 chars]",https://www.vox.com/2019/9/25/20883181/juul-pods-altria-ceo-nicotine,2019-09-25 12:56:42,en,N,WF,2019-09-25 00:00:00,
9,5dbf6fd311bb5a181c167f57,Wells Fargo Co-Signs Cryptocurrencies With New Digital Cash Product,"Wells Fargo is the latest bank to jump into the cryptocurrency space with the launch of its stablecoin product, dubbed Wells Fargo Digital Cash. Are banks starting to understand that they can use the technology for instant payments, while eliminating the need…","A customer uses an ATM (automated teller machine) at a Wells Fargo &amp;amp; Co. bank branch in New York, U.S., on Monday, Dec. 8, 2014. U.S. stocks dropped, following the worst loss in six weeks for the Standard &amp;amp; Poor's 500 Index, as global shares
… [+5976 chars]",https://www.forbes.com/sites/korihale/2019/09/25/wells-fargo-co-signs-cryptocurrencies-with-new-digital-cash-product/,2019-09-25 12:27:02,en,Y,WF,2019-09-25 00:00:00,
10,5dbf6fd311bb5a181c167f58,"Wells Fargo Donates $300,000 to Greater Orlando for Revitalization Efforts","ORLANDO, Fla.--(BUSINESS WIRE)--Wells Fargo & Company announced $300,000 in donations to four local nonprofits that will help revitalize Orlando neighborhoods","ORLANDO, Fla.--(BUSINESS WIRE)--Wells Fargo &amp; Company (NYSE: WFC) today announced $300,000 in donations to four local nonprofits that will help revitalize Orlando neighborhoods through the Wells Fargo NeighborhoodLIFT® program. Three of the grants will fo… [+5958 chars]",https://www.businesswire.com/news/home/20190925005194/en/Wells-Fargo-Donates-300000-Greater-Orlando-Revitalization,2019-09-25 12:20:10,en,Y,WF,2019-09-25 00:00:00,
11,5dbf6fd311bb5a181c167f59,The Dixie Group: An Opportunity For Shareholder Value Realization,"The Dixie Group, Inc. is a deep value, special situation stock with an expected return of 40 to 73 percent within the next 6 to 12 months. DXYN is set to genera","Investment Thesis Summary
Similar to most deep value situations, The Dixie Group, Inc. (DXYN, Dixie) has some hair on it it's hasn't generated GAAP profits in any quarter since early 2017, it is in the unexciting business of manufacturing and selling floorco… [+14059 chars]",https://seekingalpha.com/article/4292085-dixie-group-opportunity-shareholder-value-realization,2019-09-25 12:00:00,en,N,WF,2019-09-25 00:00:00,
12,5dbf6fd311bb5a181c167f5a,New Chatmeter Research on Customer Acquisition Success in Financial Services,"Chatmeter, a leader in local search marketing and reputation management for multi-location businesses, today unveiled its Local Brand Report : Reputation’s Role in Financial Services at the 2019 ABA Bank Marketing Conference (#ABABankMktg). read more","Chatmeter, a leader in local search marketing and reputation management for multi-location businesses, today unveiled its Local Brand Report: Reputations Role in Financial Services at the 2019 ABA Bank Marketing Conference (#ABABankMktg).
This press release … [+6492 chars]",http://businesswire.sys-con.com/node/4409254,2019-09-25 10:14:12,en,N,WF,2019-09-25 00:00:00,
13,5dbf6fd311bb5a181c167f5b,New Chatmeter Research on Customer Acquisition Success in Financial Services,"Chatmeter, a leader in local search marketing and reputation management for multi-location businesses, today unveiled its Local Brand Report : Reputation’s Role in Financial Services at the 2019 ABA Bank Marketing Conference (#ABABankMktg). read more","Chatmeter, a leader in local search marketing and reputation management for multi-location businesses, today unveiled its Local Brand Report: Reputations Role in Financial Services at the 2019 ABA Bank Marketing Conference (#ABABankMktg).
This press release … [+6491 chars]",http://news.sys-con.com/node/4409254,2019-09-25 10:14:12,en,N,WF,2019-09-25 00:00:00,
14,5dbf6fd311bb5a181c167f5c,Verafin Completes C$515 Million Equity and Debt Recapitalization; Continues Partnership with Spectrum Equity and Information Venture Partners,"ST. JOHN’S, Newfoundland and Labrador--(BUSINESS WIRE)--Verafin, the world’s largest financial crime management software company, announced today the completion of a C$515 million equity and debt recapitalization. Verafin has enjoyed tremendous growth in rece…","ST. JOHNS, Newfoundland and Labrador--(BUSINESS WIRE)--Verafin, the worlds largest financial crime management software company, announced today the completion of a C$515 million equity and debt recapitalization. Verafin has enjoyed tremendous growth in recent… [+6549 chars]",https://www.businesswire.com/news/home/20190925005099/en/Verafin-Completes-C515-Million-Equity-Debt-Recapitalization,2019-09-25 10:08:43,en,N,WF,2019-09-25 00:00:00,
15,5dbf6fd311bb5a181c167f5d,Newfoundland software company Verafin secures largest ever Canadian venture deal with $515-million transaction,"The deal includes an undisclosed debt portion led by Wells Fargo Capital Finance that will fund employee participation, leaving Verafin founders, management and employees as the largest shareholding group","For the second time this month, a Canadian technology company has set the record for the largest venture funding deal in the countrys history.
On Wednesday, Verafin Inc., a fraud-detection and anti-money-laundering software provider to financial institutions… [+3652 chars]",https://www.theglobeandmail.com/business/article-newfoundland-software-company-verafin-secures-largest-ever-canadian/,2019-09-25 09:47:29,en,N,WF,2019-09-25 00:00:00,
16,5dbf702f11bb5a181c167f5e,Carnival Corporation & Plc (CUK) CEO Arnold Donald on Q3 2019 Results - Earnings Call Transcript,"Carnival Corporation &amp; Plc (NYSE:CUK) Q3 2019 Earnings Conference Call September 26, 2019 10:00 A.M. ET Company Participants Arnold Donald - President and C","Carnival Corporation &amp; Plc (NYSE:CUK) Q3 2019 Earnings Conference Call September 26, 2019 10:00 AM ET
Company Participants
Arnold Donald - President and Chief Executive Officer
David Bernstein - Chief Financial Officer and Chief Accounting Officer
Bet… [+56578 chars]",https://seekingalpha.com/article/4293808-carnival-corporation-and-plc-cuk-ceo-arnold-donald-q3-2019-results-earnings-call-transcript,2019-09-26 21:25:05,en,N,WF,2019-09-26 00:00:00,
17,5dbf702f11bb5a181c167f5f,FactSet Research Systems Inc. (FDS) CEO Phil Snow on Q4 2019 Results - Earnings Call Transcript,"FactSet Research Systems Inc. (NYSE:FDS) Q4 2019 Earnings Conference Call September 26, 2019 11:00 AM ET Company Participants Rima Hyder - Vice President, Inves","FactSet Research Systems Inc. (NYSE:FDS) Q4 2019 Earnings Conference Call September 26, 2019 11:00 AM ET
Company Participants
Rima Hyder - Vice President, Investor Relations
Phil Snow - Chief Executive Officer
Helen Shan - EVP and Chief Financial Officer… [+58667 chars]",https://seekingalpha.com/article/4293804-factset-research-systems-inc-fds-ceo-phil-snow-q4-2019-results-earnings-call-transcript,2019-09-26 21:03:04,en,N,WF,2019-09-26 00:00:00,
18,5dbf702f11bb5a181c167f60,CEO Jeff Weiner Reveals the No.1 Challenge Ahead for LinkedIn,"Over the past 12 months, LinkedIn has gained 70 million members (two every second), growing its membership to 645M and counting. At the same time, more than 4 million members were sourced and hired on the platform (a 32% growth year over year). And while that…","Over the past 12 months, LinkedIn has gained 70 million members (two every second), growing its membership to 645M and counting. At the same time, more than 4 million members were sourced and hired on the platform (a 32% growth year over year).
And while tha… [+4929 chars]",https://business.linkedin.com/talent-solutions/blog/talent-connect/2019/jeff-weiner-network-gap-plus-one-pledge,2019-09-26 19:30:00,en,N,WF,2019-09-26 00:00:00,
19,5dbf703011bb5a181c167f61,Actuant Corporation (ATU) CEO Randy Baker on Q4 2019 Results - Earnings Call Transcript,"Actuant Corporation (NYSE:ATU) Q4 2019 Earnings Conference Call September 26, 2019 11:00 a.m. ET Company Participants Barb Bolens - VP of Corporate Strategy and","Actuant Corporation (NYSE:ATU) Q4 2019 Earnings Conference Call September 26, 2019 11:00 AM ET
Company Participants
Barb Bolens - VP of Corporate Strategy and IR
Randy Baker - President and CEO
Rick Dillon - CFO
Fab Rasetti - General Counsel
Bryan Johns… [+53644 chars]",https://seekingalpha.com/article/4293740-actuant-corporation-atu-ceo-randy-baker-q4-2019-results-earnings-call-transcript,2019-09-26 17:31:27,en,N,WF,2019-09-26 00:00:00,
20,5dbf703011bb5a181c167f62,These bank stocks could be crushed if the Fed keeps lowering interest rates,KBW paints a dire scenario for 20 U.S. financial-services companies.,"The Federal Reserves looser monetary policy doesnt bode well for bank profits. And a new report from Keefe, Bruyette &amp; Woods analyst Frederick Cannon paints a far uglier scenario if the U.S. moves closer to the negative-rate environment of other developed… [+7196 chars]",https://www.marketwatch.com/story/these-bank-stocks-could-be-crushed-if-the-fed-keeps-lowering-interest-rates-2019-09-26,2019-09-26 15:32:55,en,Y,WF,2019-09-26 00:00:00,N
22,5dbf703011bb5a181c167f64,WeWork Turmoil Raises High-Stakes Questions About Office Sharing,The next question after WeWork tried to resolve its governance issues is: does its business model make sense?,"(Bloomberg)Does WeWork work?
After the office-sharing company sidelined co-founder Adam Neumann to resolve governance and leadership issues, the next question is a more traditional one for prospective IPO investors: Does its business model make sense? It all… [+6021 chars]",https://mercury.bloomberg.com/news/PYEK84T1UM0Y,2019-09-26 14:47:00,en,N,WF,2019-09-26 00:00:00,
23,5dbf703011bb5a181c167f65,Mercury raises $20 million to offer bank accounts tailored to startups,"Mercury, a firm providing financial services tailored to the needs of startups, has raised $20 million in venture capital.","Mercury, a San Francisco-based firm offering banking services tailored to the needs of startups, today announced that it’s raised $20 million in series A funding led by Charles River Ventures, with participation from existing investor Andreessen Horowitz and … [+3686 chars]",https://venturebeat.com/2019/09/26/mercury-raises-20-million-to-offer-bank-accounts-tailored-to-startups/,2019-09-26 14:00:22,en,N,WF,2019-09-26 00:00:00,
24,5dbf703011bb5a181c167f66,CEO slashes salary again to raise employees’ pay to $70K - Fox Business,"Just four years ago, a CEO of the credit card processing company Gravity Payments whittled his salary in order to raise his employees’ pay- now, he's doing it again.","Gravity Payments CEO Dan Price on the impact of the decision to set the companys minimum salary at $70K a year.
Just four years ago, the CEO of the credit card processing company Gravity Payments whittled his salary in order to raise his employees’ pay. 
Th… [+2483 chars]",https://www.foxbusiness.com/business-leaders/ceo-slashes-his-salary-again-to-raise-employees-pay-to-70k,2019-09-26 13:22:37,en,N,WF,2019-09-26 00:00:00,
25,5dbf703011bb5a181c167f67,"Bank Governance, Bank Risk, and Optimal Executive Compensation","Corporate governance continues to be a focus of not just the financial media but the popular media, as well. The scandals at Wells Fargo and Equifax are just the most recent in the long line of scandals involving large well-known public U.S. corporations. Goi…","Sanjai Bhagat is Provost Professor of Finance at the University of Colorado Boulder Leeds School of Business and Brian J. Bolton is Associate Director at the Global Board Centre at IMD Business School. This post is based on their recent article, forthcoming i… [+5081 chars]",https://corpgov.law.harvard.edu/2019/09/26/bank-governance-bank-risk-and-optimal-executive-compensation/,2019-09-26 13:18:39,en,Y,WF,2019-09-26 00:00:00,
26,5dbf703011bb5a181c167f68,Celsius to Attend 2019 National Association of Convenience Stores (NACS) Conference,"BOCA RATON, Fla., Sept. 26, 2019 /PRNewswire/ -- Celsius Holdings, Inc. (Nasdaq: CELH), maker of the leading global fitness drink, CELSIUS®, today announced that the company will highlight its latest line of products at the 2019 NACS Show, presented by the Na…","BOCA RATON, Fla., Sept. 26, 2019 /PRNewswire/ -- Celsius Holdings, Inc. (Nasdaq: CELH), maker of the leading global fitness drink, CELSIUS®, today announced that the company will highlight its latest line of products at the 2019 NACS Show, presented by the Na… [+5019 chars]",https://www.prnewswire.com/news-releases/celsius-to-attend-2019-national-association-of-convenience-stores-nacs-conference-300926130.html,2019-09-26 13:15:00,en,N,WF,2019-09-26 00:00:00,
27,5dbf703011bb5a181c167f69,"What to watch today: Whistleblower report's release, UAW-GM could soon end strike","U.S. stock futures are pointing to a higher open, after President Trump said a U.S.-China trade deal could arrive sooner than expected.","U.S. stock futures were pointing to a higher open, after President Donald Trump said a U.S.-China trade deal could arrive sooner than expected. The S&amp;P 500 and Nasdaq broke three-day losing streaks Wednesday. The Dow more than erased its Tuesday losses wi… [+6382 chars]",https://www.cnbc.com/2019/09/26/whistleblower-reports-release-uaw-gm-could-soon-end-strike.html,2019-09-26 10:54:00,en,N,WF,2019-09-26 00:00:00,
28,5dbf703011bb5a181c167f6a,The New Medici Bank Is About to Take On Its First Crypto Clients,"The new crypto-friendly institution, founded by a descendant of the Renaissance-era banking dynasty, is about to onboard its first clients.","A new crypto-friendly bank with a historic pedigree is about to take on its first clients.
Revealed exclusively to CoinDesk, Medici Bank is launching into private beta in October. The Puerto Rico-based bank will be testing the digital onboarding process, web… [+5208 chars]",https://www.coindesk.com/the-new-medici-bank-is-about-to-take-on-its-first-crypto-clients,2019-09-26 10:00:15,en,N,WF,2019-09-26 00:00:00,
29,5dbf703011bb5a181c167f6b,KB Home (KBH) CEO Jeff Mezger on Q3 2019 - Earnings Call Transcript,"KB Home (NYSE:KBH) Q3 2019 Results Earnings Conference Call September 25, 2019, 05:00 PM ET Company Participants Jill Peters - SVP, IR Jeff Mezger - Chairman, P","KB Home (NYSE:KBH) Q3 2019 Results Earnings Conference Call September 25, 2019 5:00 PM ET
Company Participants
Jill Peters - SVP, IR
Jeff Mezger - Chairman, President and CEO
Jeff Kaminski - EVP and CFO
Bill Hollinger - SVP and Chief Accounting Officer
… [+51783 chars]",https://seekingalpha.com/article/4293587-kb-home-kbh-ceo-jeff-mezger-q3-2019-earnings-call-transcript,2019-09-26 02:07:07,en,N,WF,2019-09-26 00:00:00,
30,5dbf709911bb5a181c167f6c,"Atop Wells Fargo, an Outsider CEO Known to Shake Up Leadership",,,https://www.bloomberg.com/news/articles/2019-09-27/atop-wells-fargo-an-outsider-ceo-known-to-shake-up-leadership,2019-09-27 22:57:57,en,Y,WF,2019-09-27 00:00:00,
